Absolute path,Relative path,Class
D:\lab1\new_directory\leopard_0068.jpg,new_directory\leopard_0068.jpg,leopard
D:\lab1\new_directory\leopard_0069.jpg,new_directory\leopard_0069.jpg,leopard
D:\lab1\new_directory\leopard_0070.jpg,new_directory\leopard_0070.jpg,leopard
D:\lab1\new_directory\leopard_0071.jpg,new_directory\leopard_0071.jpg,leopard
D:\lab1\new_directory\leopard_0072.jpg,new_directory\leopard_0072.jpg,leopard
D:\lab1\new_directory\leopard_0073.jpg,new_directory\leopard_0073.jpg,leopard
D:\lab1\new_directory\leopard_0074.jpg,new_directory\leopard_0074.jpg,leopard
D:\lab1\new_directory\leopard_0075.jpg,new_directory\leopard_0075.jpg,leopard
D:\lab1\new_directory\leopard_0076.jpg,new_directory\leopard_0076.jpg,leopard
D:\lab1\new_directory\leopard_0077.jpg,new_directory\leopard_0077.jpg,leopard
D:\lab1\new_directory\leopard_0078.jpg,new_directory\leopard_0078.jpg,leopard
D:\lab1\new_directory\leopard_0079.jpg,new_directory\leopard_0079.jpg,leopard
D:\lab1\new_directory\leopard_0080.jpg,new_directory\leopard_0080.jpg,leopard
D:\lab1\new_directory\leopard_0081.jpg,new_directory\leopard_0081.jpg,leopard
D:\lab1\new_directory\leopard_0082.jpg,new_directory\leopard_0082.jpg,leopard
D:\lab1\new_directory\leopard_0083.jpg,new_directory\leopard_0083.jpg,leopard
D:\lab1\new_directory\leopard_0084.jpg,new_directory\leopard_0084.jpg,leopard
D:\lab1\new_directory\leopard_0085.jpg,new_directory\leopard_0085.jpg,leopard
D:\lab1\new_directory\leopard_0086.jpg,new_directory\leopard_0086.jpg,leopard
D:\lab1\new_directory\leopard_0087.jpg,new_directory\leopard_0087.jpg,leopard
D:\lab1\new_directory\leopard_0088.jpg,new_directory\leopard_0088.jpg,leopard
D:\lab1\new_directory\leopard_0089.jpg,new_directory\leopard_0089.jpg,leopard
D:\lab1\new_directory\leopard_0090.jpg,new_directory\leopard_0090.jpg,leopard
D:\lab1\new_directory\leopard_0091.jpg,new_directory\leopard_0091.jpg,leopard
D:\lab1\new_directory\leopard_0092.jpg,new_directory\leopard_0092.jpg,leopard
D:\lab1\new_directory\leopard_0093.jpg,new_directory\leopard_0093.jpg,leopard
D:\lab1\new_directory\leopard_0094.jpg,new_directory\leopard_0094.jpg,leopard
D:\lab1\new_directory\leopard_0095.jpg,new_directory\leopard_0095.jpg,leopard
D:\lab1\new_directory\leopard_0096.jpg,new_directory\leopard_0096.jpg,leopard
D:\lab1\new_directory\leopard_0097.jpg,new_directory\leopard_0097.jpg,leopard
D:\lab1\new_directory\leopard_0098.jpg,new_directory\leopard_0098.jpg,leopard
D:\lab1\new_directory\leopard_0099.jpg,new_directory\leopard_0099.jpg,leopard
D:\lab1\new_directory\leopard_0100.jpg,new_directory\leopard_0100.jpg,leopard
D:\lab1\new_directory\leopard_0101.jpg,new_directory\leopard_0101.jpg,leopard
D:\lab1\new_directory\leopard_0102.jpg,new_directory\leopard_0102.jpg,leopard
D:\lab1\new_directory\leopard_0103.jpg,new_directory\leopard_0103.jpg,leopard
D:\lab1\new_directory\leopard_0104.jpg,new_directory\leopard_0104.jpg,leopard
D:\lab1\new_directory\leopard_0105.jpg,new_directory\leopard_0105.jpg,leopard
D:\lab1\new_directory\leopard_0106.jpg,new_directory\leopard_0106.jpg,leopard
D:\lab1\new_directory\leopard_0107.jpg,new_directory\leopard_0107.jpg,leopard
D:\lab1\new_directory\leopard_0108.jpg,new_directory\leopard_0108.jpg,leopard
D:\lab1\new_directory\leopard_0109.jpg,new_directory\leopard_0109.jpg,leopard
D:\lab1\new_directory\leopard_0110.jpg,new_directory\leopard_0110.jpg,leopard
D:\lab1\new_directory\leopard_0111.jpg,new_directory\leopard_0111.jpg,leopard
D:\lab1\new_directory\leopard_0112.jpg,new_directory\leopard_0112.jpg,leopard
D:\lab1\new_directory\leopard_0113.jpg,new_directory\leopard_0113.jpg,leopard
D:\lab1\new_directory\leopard_0114.jpg,new_directory\leopard_0114.jpg,leopard
D:\lab1\new_directory\leopard_0115.jpg,new_directory\leopard_0115.jpg,leopard
D:\lab1\new_directory\leopard_0116.jpg,new_directory\leopard_0116.jpg,leopard
D:\lab1\new_directory\leopard_0117.jpg,new_directory\leopard_0117.jpg,leopard
D:\lab1\new_directory\leopard_0118.jpg,new_directory\leopard_0118.jpg,leopard
D:\lab1\new_directory\leopard_0119.jpg,new_directory\leopard_0119.jpg,leopard
D:\lab1\new_directory\leopard_0120.jpg,new_directory\leopard_0120.jpg,leopard
D:\lab1\new_directory\leopard_0121.jpg,new_directory\leopard_0121.jpg,leopard
D:\lab1\new_directory\leopard_0122.jpg,new_directory\leopard_0122.jpg,leopard
D:\lab1\new_directory\leopard_0123.jpg,new_directory\leopard_0123.jpg,leopard
D:\lab1\new_directory\leopard_0124.jpg,new_directory\leopard_0124.jpg,leopard
D:\lab1\new_directory\leopard_0125.jpg,new_directory\leopard_0125.jpg,leopard
D:\lab1\new_directory\leopard_0126.jpg,new_directory\leopard_0126.jpg,leopard
D:\lab1\new_directory\leopard_0127.jpg,new_directory\leopard_0127.jpg,leopard
D:\lab1\new_directory\leopard_0128.jpg,new_directory\leopard_0128.jpg,leopard
D:\lab1\new_directory\leopard_0129.jpg,new_directory\leopard_0129.jpg,leopard
D:\lab1\new_directory\leopard_0130.jpg,new_directory\leopard_0130.jpg,leopard
D:\lab1\new_directory\leopard_0131.jpg,new_directory\leopard_0131.jpg,leopard
D:\lab1\new_directory\leopard_0132.jpg,new_directory\leopard_0132.jpg,leopard
D:\lab1\new_directory\leopard_0133.jpg,new_directory\leopard_0133.jpg,leopard
D:\lab1\new_directory\leopard_0134.jpg,new_directory\leopard_0134.jpg,leopard
D:\lab1\new_directory\leopard_0135.jpg,new_directory\leopard_0135.jpg,leopard
D:\lab1\new_directory\leopard_0136.jpg,new_directory\leopard_0136.jpg,leopard
D:\lab1\new_directory\leopard_0137.jpg,new_directory\leopard_0137.jpg,leopard
D:\lab1\new_directory\leopard_0138.jpg,new_directory\leopard_0138.jpg,leopard
D:\lab1\new_directory\leopard_0139.jpg,new_directory\leopard_0139.jpg,leopard
D:\lab1\new_directory\leopard_0140.jpg,new_directory\leopard_0140.jpg,leopard
D:\lab1\new_directory\leopard_0141.jpg,new_directory\leopard_0141.jpg,leopard
D:\lab1\new_directory\leopard_0142.jpg,new_directory\leopard_0142.jpg,leopard
D:\lab1\new_directory\leopard_0143.jpg,new_directory\leopard_0143.jpg,leopard
D:\lab1\new_directory\leopard_0144.jpg,new_directory\leopard_0144.jpg,leopard
D:\lab1\new_directory\leopard_0145.jpg,new_directory\leopard_0145.jpg,leopard
D:\lab1\new_directory\leopard_0146.jpg,new_directory\leopard_0146.jpg,leopard
D:\lab1\new_directory\leopard_0147.jpg,new_directory\leopard_0147.jpg,leopard
D:\lab1\new_directory\leopard_0148.jpg,new_directory\leopard_0148.jpg,leopard
D:\lab1\new_directory\leopard_0149.jpg,new_directory\leopard_0149.jpg,leopard
D:\lab1\new_directory\leopard_0150.jpg,new_directory\leopard_0150.jpg,leopard
D:\lab1\new_directory\leopard_0151.jpg,new_directory\leopard_0151.jpg,leopard
D:\lab1\new_directory\tiger_0000.jpg,new_directory\tiger_0000.jpg,tiger
D:\lab1\new_directory\tiger_0001.jpg,new_directory\tiger_0001.jpg,tiger
D:\lab1\new_directory\tiger_0002.jpg,new_directory\tiger_0002.jpg,tiger
D:\lab1\new_directory\tiger_0003.jpg,new_directory\tiger_0003.jpg,tiger
D:\lab1\new_directory\tiger_0004.jpg,new_directory\tiger_0004.jpg,tiger
D:\lab1\new_directory\tiger_0005.jpg,new_directory\tiger_0005.jpg,tiger
D:\lab1\new_directory\tiger_0006.jpg,new_directory\tiger_0006.jpg,tiger
D:\lab1\new_directory\tiger_0007.jpg,new_directory\tiger_0007.jpg,tiger
D:\lab1\new_directory\tiger_0008.jpg,new_directory\tiger_0008.jpg,tiger
D:\lab1\new_directory\tiger_0009.jpg,new_directory\tiger_0009.jpg,tiger
D:\lab1\new_directory\tiger_0010.jpg,new_directory\tiger_0010.jpg,tiger
D:\lab1\new_directory\tiger_0011.jpg,new_directory\tiger_0011.jpg,tiger
D:\lab1\new_directory\tiger_0012.jpg,new_directory\tiger_0012.jpg,tiger
D:\lab1\new_directory\tiger_0013.jpg,new_directory\tiger_0013.jpg,tiger
D:\lab1\new_directory\tiger_0014.jpg,new_directory\tiger_0014.jpg,tiger
D:\lab1\new_directory\tiger_0015.jpg,new_directory\tiger_0015.jpg,tiger
D:\lab1\new_directory\tiger_0016.jpg,new_directory\tiger_0016.jpg,tiger
D:\lab1\new_directory\tiger_0017.jpg,new_directory\tiger_0017.jpg,tiger
D:\lab1\new_directory\tiger_0018.jpg,new_directory\tiger_0018.jpg,tiger
D:\lab1\new_directory\tiger_0019.jpg,new_directory\tiger_0019.jpg,tiger
D:\lab1\new_directory\tiger_0020.jpg,new_directory\tiger_0020.jpg,tiger
D:\lab1\new_directory\tiger_0021.jpg,new_directory\tiger_0021.jpg,tiger
D:\lab1\new_directory\tiger_0022.jpg,new_directory\tiger_0022.jpg,tiger
D:\lab1\new_directory\tiger_0023.jpg,new_directory\tiger_0023.jpg,tiger
D:\lab1\new_directory\tiger_0024.jpg,new_directory\tiger_0024.jpg,tiger
D:\lab1\new_directory\tiger_0025.jpg,new_directory\tiger_0025.jpg,tiger
D:\lab1\new_directory\tiger_0026.jpg,new_directory\tiger_0026.jpg,tiger
D:\lab1\new_directory\tiger_0027.jpg,new_directory\tiger_0027.jpg,tiger
D:\lab1\new_directory\tiger_0028.jpg,new_directory\tiger_0028.jpg,tiger
D:\lab1\new_directory\tiger_0029.jpg,new_directory\tiger_0029.jpg,tiger
D:\lab1\new_directory\tiger_0030.jpg,new_directory\tiger_0030.jpg,tiger
D:\lab1\new_directory\tiger_0031.jpg,new_directory\tiger_0031.jpg,tiger
D:\lab1\new_directory\tiger_0032.jpg,new_directory\tiger_0032.jpg,tiger
D:\lab1\new_directory\tiger_0033.jpg,new_directory\tiger_0033.jpg,tiger
D:\lab1\new_directory\tiger_0034.jpg,new_directory\tiger_0034.jpg,tiger
D:\lab1\new_directory\tiger_0035.jpg,new_directory\tiger_0035.jpg,tiger
D:\lab1\new_directory\tiger_0036.jpg,new_directory\tiger_0036.jpg,tiger
D:\lab1\new_directory\tiger_0037.jpg,new_directory\tiger_0037.jpg,tiger
D:\lab1\new_directory\tiger_0038.jpg,new_directory\tiger_0038.jpg,tiger
D:\lab1\new_directory\tiger_0039.jpg,new_directory\tiger_0039.jpg,tiger
D:\lab1\new_directory\tiger_0040.jpg,new_directory\tiger_0040.jpg,tiger
D:\lab1\new_directory\tiger_0041.jpg,new_directory\tiger_0041.jpg,tiger
D:\lab1\new_directory\tiger_0042.jpg,new_directory\tiger_0042.jpg,tiger
D:\lab1\new_directory\tiger_0043.jpg,new_directory\tiger_0043.jpg,tiger
D:\lab1\new_directory\tiger_0044.jpg,new_directory\tiger_0044.jpg,tiger
D:\lab1\new_directory\tiger_0045.jpg,new_directory\tiger_0045.jpg,tiger
D:\lab1\new_directory\tiger_0046.jpg,new_directory\tiger_0046.jpg,tiger
D:\lab1\new_directory\tiger_0047.jpg,new_directory\tiger_0047.jpg,tiger
D:\lab1\new_directory\tiger_0048.jpg,new_directory\tiger_0048.jpg,tiger
D:\lab1\new_directory\tiger_0049.jpg,new_directory\tiger_0049.jpg,tiger
D:\lab1\new_directory\tiger_0050.jpg,new_directory\tiger_0050.jpg,tiger
D:\lab1\new_directory\tiger_0051.jpg,new_directory\tiger_0051.jpg,tiger
D:\lab1\new_directory\tiger_0052.jpg,new_directory\tiger_0052.jpg,tiger
D:\lab1\new_directory\tiger_0053.jpg,new_directory\tiger_0053.jpg,tiger
D:\lab1\new_directory\tiger_0054.jpg,new_directory\tiger_0054.jpg,tiger
D:\lab1\new_directory\tiger_0055.jpg,new_directory\tiger_0055.jpg,tiger
D:\lab1\new_directory\tiger_0056.jpg,new_directory\tiger_0056.jpg,tiger
D:\lab1\new_directory\tiger_0057.jpg,new_directory\tiger_0057.jpg,tiger
D:\lab1\new_directory\tiger_0058.jpg,new_directory\tiger_0058.jpg,tiger
D:\lab1\new_directory\tiger_0059.jpg,new_directory\tiger_0059.jpg,tiger
D:\lab1\new_directory\tiger_0060.jpg,new_directory\tiger_0060.jpg,tiger
D:\lab1\new_directory\tiger_0061.jpg,new_directory\tiger_0061.jpg,tiger
D:\lab1\new_directory\tiger_0062.jpg,new_directory\tiger_0062.jpg,tiger
D:\lab1\new_directory\tiger_0063.jpg,new_directory\tiger_0063.jpg,tiger
D:\lab1\new_directory\tiger_0064.jpg,new_directory\tiger_0064.jpg,tiger
D:\lab1\new_directory\tiger_0065.jpg,new_directory\tiger_0065.jpg,tiger
D:\lab1\new_directory\tiger_0066.jpg,new_directory\tiger_0066.jpg,tiger
D:\lab1\new_directory\tiger_0067.jpg,new_directory\tiger_0067.jpg,tiger
D:\lab1\new_directory\tiger_0068.jpg,new_directory\tiger_0068.jpg,tiger
D:\lab1\new_directory\tiger_0069.jpg,new_directory\tiger_0069.jpg,tiger
D:\lab1\new_directory\tiger_0070.jpg,new_directory\tiger_0070.jpg,tiger
D:\lab1\new_directory\tiger_0071.jpg,new_directory\tiger_0071.jpg,tiger
D:\lab1\new_directory\tiger_0072.jpg,new_directory\tiger_0072.jpg,tiger
D:\lab1\new_directory\tiger_0073.jpg,new_directory\tiger_0073.jpg,tiger
D:\lab1\new_directory\tiger_0074.jpg,new_directory\tiger_0074.jpg,tiger
D:\lab1\new_directory\tiger_0075.jpg,new_directory\tiger_0075.jpg,tiger
D:\lab1\new_directory\tiger_0076.jpg,new_directory\tiger_0076.jpg,tiger
D:\lab1\new_directory\tiger_0077.jpg,new_directory\tiger_0077.jpg,tiger
D:\lab1\new_directory\tiger_0078.jpg,new_directory\tiger_0078.jpg,tiger
D:\lab1\new_directory\tiger_0079.jpg,new_directory\tiger_0079.jpg,tiger
D:\lab1\new_directory\tiger_0080.jpg,new_directory\tiger_0080.jpg,tiger
D:\lab1\new_directory\tiger_0081.jpg,new_directory\tiger_0081.jpg,tiger
D:\lab1\new_directory\tiger_0082.jpg,new_directory\tiger_0082.jpg,tiger
D:\lab1\new_directory\tiger_0083.jpg,new_directory\tiger_0083.jpg,tiger
D:\lab1\new_directory\tiger_0084.jpg,new_directory\tiger_0084.jpg,tiger
D:\lab1\new_directory\tiger_0085.jpg,new_directory\tiger_0085.jpg,tiger
D:\lab1\new_directory\tiger_0086.jpg,new_directory\tiger_0086.jpg,tiger
D:\lab1\new_directory\tiger_0087.jpg,new_directory\tiger_0087.jpg,tiger
D:\lab1\new_directory\tiger_0088.jpg,new_directory\tiger_0088.jpg,tiger
D:\lab1\new_directory\tiger_0089.jpg,new_directory\tiger_0089.jpg,tiger
D:\lab1\new_directory\tiger_0090.jpg,new_directory\tiger_0090.jpg,tiger
D:\lab1\new_directory\tiger_0091.jpg,new_directory\tiger_0091.jpg,tiger
D:\lab1\new_directory\tiger_0092.jpg,new_directory\tiger_0092.jpg,tiger
D:\lab1\new_directory\tiger_0093.jpg,new_directory\tiger_0093.jpg,tiger
D:\lab1\new_directory\tiger_0094.jpg,new_directory\tiger_0094.jpg,tiger
D:\lab1\new_directory\tiger_0095.jpg,new_directory\tiger_0095.jpg,tiger
D:\lab1\new_directory\tiger_0096.jpg,new_directory\tiger_0096.jpg,tiger
D:\lab1\new_directory\tiger_0097.jpg,new_directory\tiger_0097.jpg,tiger
D:\lab1\new_directory\tiger_0098.jpg,new_directory\tiger_0098.jpg,tiger
D:\lab1\new_directory\tiger_0099.jpg,new_directory\tiger_0099.jpg,tiger
D:\lab1\new_directory\tiger_0100.jpg,new_directory\tiger_0100.jpg,tiger
D:\lab1\new_directory\tiger_0101.jpg,new_directory\tiger_0101.jpg,tiger
D:\lab1\new_directory\tiger_0102.jpg,new_directory\tiger_0102.jpg,tiger
D:\lab1\new_directory\tiger_0103.jpg,new_directory\tiger_0103.jpg,tiger
D:\lab1\new_directory\tiger_0104.jpg,new_directory\tiger_0104.jpg,tiger
D:\lab1\new_directory\tiger_0105.jpg,new_directory\tiger_0105.jpg,tiger
D:\lab1\new_directory\tiger_0106.jpg,new_directory\tiger_0106.jpg,tiger
D:\lab1\new_directory\tiger_0107.jpg,new_directory\tiger_0107.jpg,tiger
D:\lab1\new_directory\tiger_0108.jpg,new_directory\tiger_0108.jpg,tiger
D:\lab1\new_directory\tiger_0109.jpg,new_directory\tiger_0109.jpg,tiger
D:\lab1\new_directory\tiger_0110.jpg,new_directory\tiger_0110.jpg,tiger
D:\lab1\new_directory\tiger_0111.jpg,new_directory\tiger_0111.jpg,tiger
D:\lab1\new_directory\tiger_0112.jpg,new_directory\tiger_0112.jpg,tiger
D:\lab1\new_directory\tiger_0113.jpg,new_directory\tiger_0113.jpg,tiger
D:\lab1\new_directory\tiger_0114.jpg,new_directory\tiger_0114.jpg,tiger
D:\lab1\new_directory\tiger_0115.jpg,new_directory\tiger_0115.jpg,tiger
D:\lab1\new_directory\tiger_0116.jpg,new_directory\tiger_0116.jpg,tiger
D:\lab1\new_directory\tiger_0117.jpg,new_directory\tiger_0117.jpg,tiger
D:\lab1\new_directory\tiger_0118.jpg,new_directory\tiger_0118.jpg,tiger
D:\lab1\new_directory\tiger_0119.jpg,new_directory\tiger_0119.jpg,tiger
D:\lab1\new_directory\tiger_0120.jpg,new_directory\tiger_0120.jpg,tiger
D:\lab1\new_directory\tiger_0121.jpg,new_directory\tiger_0121.jpg,tiger
D:\lab1\new_directory\tiger_0122.jpg,new_directory\tiger_0122.jpg,tiger
D:\lab1\new_directory\tiger_0123.jpg,new_directory\tiger_0123.jpg,tiger
D:\lab1\new_directory\tiger_0124.jpg,new_directory\tiger_0124.jpg,tiger
D:\lab1\new_directory\tiger_0125.jpg,new_directory\tiger_0125.jpg,tiger
D:\lab1\new_directory\tiger_0126.jpg,new_directory\tiger_0126.jpg,tiger
D:\lab1\new_directory\tiger_0127.jpg,new_directory\tiger_0127.jpg,tiger
D:\lab1\new_directory\tiger_0128.jpg,new_directory\tiger_0128.jpg,tiger
D:\lab1\new_directory\tiger_0129.jpg,new_directory\tiger_0129.jpg,tiger
D:\lab1\new_directory\tiger_0130.jpg,new_directory\tiger_0130.jpg,tiger
D:\lab1\new_directory\tiger_0131.jpg,new_directory\tiger_0131.jpg,tiger
D:\lab1\new_directory\tiger_0132.jpg,new_directory\tiger_0132.jpg,tiger
D:\lab1\new_directory\tiger_0133.jpg,new_directory\tiger_0133.jpg,tiger
D:\lab1\new_directory\tiger_0134.jpg,new_directory\tiger_0134.jpg,tiger
D:\lab1\new_directory\tiger_0135.jpg,new_directory\tiger_0135.jpg,tiger
D:\lab1\new_directory\tiger_0136.jpg,new_directory\tiger_0136.jpg,tiger
D:\lab1\new_directory\tiger_0137.jpg,new_directory\tiger_0137.jpg,tiger
D:\lab1\new_directory\tiger_0138.jpg,new_directory\tiger_0138.jpg,tiger
D:\lab1\new_directory\tiger_0139.jpg,new_directory\tiger_0139.jpg,tiger
D:\lab1\new_directory\tiger_0140.jpg,new_directory\tiger_0140.jpg,tiger
D:\lab1\new_directory\tiger_0141.jpg,new_directory\tiger_0141.jpg,tiger
D:\lab1\new_directory\tiger_0142.jpg,new_directory\tiger_0142.jpg,tiger
D:\lab1\new_directory\tiger_0143.jpg,new_directory\tiger_0143.jpg,tiger
D:\lab1\new_directory\tiger_0144.jpg,new_directory\tiger_0144.jpg,tiger
D:\lab1\new_directory\tiger_0145.jpg,new_directory\tiger_0145.jpg,tiger
D:\lab1\new_directory\tiger_0146.jpg,new_directory\tiger_0146.jpg,tiger
D:\lab1\new_directory\tiger_0147.jpg,new_directory\tiger_0147.jpg,tiger
D:\lab1\new_directory\tiger_0148.jpg,new_directory\tiger_0148.jpg,tiger
D:\lab1\new_directory\tiger_0149.jpg,new_directory\tiger_0149.jpg,tiger
D:\lab1\new_directory\tiger_0150.jpg,new_directory\tiger_0150.jpg,tiger
D:\lab1\new_directory\tiger_0151.jpg,new_directory\tiger_0151.jpg,tiger
D:\lab1\new_directory\tiger_0152.jpg,new_directory\tiger_0152.jpg,tiger
D:\lab1\new_directory\tiger_0153.jpg,new_directory\tiger_0153.jpg,tiger
D:\lab1\new_directory\tiger_0154.jpg,new_directory\tiger_0154.jpg,tiger
D:\lab1\new_directory\tiger_0155.jpg,new_directory\tiger_0155.jpg,tiger
D:\lab1\new_directory\tiger_0156.jpg,new_directory\tiger_0156.jpg,tiger
D:\lab1\new_directory\tiger_0157.jpg,new_directory\tiger_0157.jpg,tiger
D:\lab1\new_directory\tiger_0158.jpg,new_directory\tiger_0158.jpg,tiger
D:\lab1\new_directory\tiger_0159.jpg,new_directory\tiger_0159.jpg,tiger
D:\lab1\new_directory\tiger_0160.jpg,new_directory\tiger_0160.jpg,tiger
D:\lab1\new_directory\tiger_0161.jpg,new_directory\tiger_0161.jpg,tiger
D:\lab1\new_directory\tiger_0162.jpg,new_directory\tiger_0162.jpg,tiger
D:\lab1\new_directory\tiger_0163.jpg,new_directory\tiger_0163.jpg,tiger
D:\lab1\new_directory\tiger_0164.jpg,new_directory\tiger_0164.jpg,tiger
D:\lab1\new_directory\tiger_0165.jpg,new_directory\tiger_0165.jpg,tiger
D:\lab1\new_directory\tiger_0166.jpg,new_directory\tiger_0166.jpg,tiger
D:\lab1\new_directory\tiger_0167.jpg,new_directory\tiger_0167.jpg,tiger
D:\lab1\new_directory\tiger_0168.jpg,new_directory\tiger_0168.jpg,tiger
D:\lab1\new_directory\tiger_0169.jpg,new_directory\tiger_0169.jpg,tiger
D:\lab1\new_directory\tiger_0170.jpg,new_directory\tiger_0170.jpg,tiger
D:\lab1\new_directory\tiger_0172.jpg,new_directory\tiger_0172.jpg,tiger
D:\lab1\new_directory\tiger_0173.jpg,new_directory\tiger_0173.jpg,tiger
D:\lab1\new_directory\tiger_0174.jpg,new_directory\tiger_0174.jpg,tiger
